Compound,Chemical Formula,Compounds - proteins that bind compound,Compounds - enzymes activated or inhibited,Pathways of compound,Reactions that consume compound,Reactions that produce compound,SMILES,MW
L-FUCULOSE,C6H12O5,NA,NA,FUCCAT-PWY // FUC-RHAMCAT-PWY,FUCULOKIN-RXN,FUCISOM-RXN,CC(O)C(O)C(O)C(=O)CO,164.0684735
CPD-5861,C6H12O5,NA,NA,NA,NA,NA,C(O)C1(C(O)C(O)CC(O)O1),164.0684735
CPD-16566,C6H12O5,NA,NA,RHAMCAT-PWY // FUC-RHAMCAT-PWY,RXN-15356,RHAMNISOM-RXN,CC(O)C(O)C(O)C(=O)CO,164.0684735
CPD0-1936,C6H12O5,NA,NA,NA,NA,NA,C(O)C1(C(O)CC(O)C(O)O1),164.0684735
6-DEOXY-D-GLUCOSE,C6H12O5,NA,NA,NA,NA,NA,CC(O)C(O)C(O)C(O)[CH]=O,164.0684735
CPD-10797,C9H7O3,NA,NA,PWY-6690,TRANS-RXN0-457 // RXN-10040,TRANS-RXN0-457,C(C=CC1(C=C(O)C=CC=1))(=O)[O-],164.0473441
PHENYL-PYRUVATE,C9H7O3,NA,NA,PWY0-1554 // PHESYN // COMPLETE-ARO-PWY // ALL-CHORISMATE-PWY,PHENYLPYRUVATE-TAUTOMERASE-RXN // PHEAMINOTRANS-RXN,RXN0-7066 // PREPHENATEDEHYDRAT-RXN,C([O-])(=O)C(=O)CC1(=CC=CC=C1),164.0473441
ENOL-PHENYLPYRUVATE,C9H7O3,NA,NA,NA,NA,PHENYLPYRUVATE-TAUTOMERASE-RXN,C([O-])(=O)C(O)=CC1(C=CC=CC=1),164.0473441
CPD0-1231,C5H6O4S,NA,EG10037-MONOMER,NA,NA,NA,C(=O)([O-])C(S)CCC(=O)[O-],164.0143294
CPD0-1476,C2H3O2Cl3,NA,DEOXYRIBOSE-P-ALD-MONOMER,NA,NA,NA,C(O)(O)C(Cl)(Cl)Cl,163.9198625
CPD-3,O4Mo,CPLX0-2541,ALKAPHOSPHA-CPLX,PWY-6823,RXN0-7 // RXN-8348 // ABC-19-RXN,ABC-19-RXN,[Mo](=O)(=O)([O-])[O-],163.9007164
1-ETHYLADENINE,C7H9N5,NA,NA,NA,NA,NA,CCN2(C=NC1(C(N=CN=1)=C(N)2)),163.0857953
CPD-18648,C5H10N2O4,NA,NA,NA,NA,NA,C(NO)(CCC(C(=O)[O-])[N+])=O,163.0718819
CPD-9175,C5H8NO3S,NA,NA,NA,NA,NA,CC(NC(C(=O)[O-])CS)=O,163.0303139
CPD0-1065,C8H24N3,NA,NA,PWY0-1303 // POLYAMSYN-PWY // ARG+POLYAMINE-SYN,NA,RXN0-5217,C(CC[N+]CCCCC[N+])[N+],162.1970228
CPD0-1661,C6H15N4F,NA,ARGDECARBOXBIO-CPLX,NA,NA,NA,C(NC(=N)N)CCC(CF)N,162.1280747
CARNITINE,C7H15NO3,CPLX0-7666,NA,CARNMET-PWY,RXN-5921 // RXN0-6489 // LCARNCOALIG-RXN // RXN0-3601 // TRANS-RXN-100,TRANS-RXN-100,C(C(O)CC(=O)[O-])[N+](C)(C)C,162.1130184
D-CARNITINE,C7H15NO3,NA,CROBETREDUCT-MONOMER,NA,NA,NA,C[N+](CC(O)CC(=O)[O-])(C)C,162.1130184
CPD-13353,C6H13N2O3,NA,CYSTATHIONINE-BETA-LYASE-CPLX,NA,NA,NA,C([N+])COC=CC(C(=O)[O-])[N+],162.1004423
CPD-404,C6H10NO4,NA,NA,NA,NA,NA,C[N+]C(C(=O)[O-])CCC([O-])=O,162.0766329
CPD-468,C6H10NO4,NA,NA,NA,NA,NA,C([O-])(=O)CCCC(C(=O)[O-])[N+],162.0766329
CPD-667,C6H11NO4,NA,NA,NA,NA,NA,CC(OCCC(C([O-])=O)[N+])=O,162.0766329
CPD-18649,C6H11NO4,NA,ASNSYNB-CPLX,NA,NA,NA,COC(CCC(C(=O)[O-])[N+])=O,162.0766329
DEHYDRO-3-DEOXY-L-RHAMNONATE,C6H9O5,NA,NA,NA,RXN0-5433,L-RHAMNONATE-DEHYDRATASE-RXN,CC(O)C(O)CC(=O)C([O-])=O,162.0528234
DIETHYLPYROCARBONATE,C6H10O5,NA,ACNEULY-CPLX // AROD-CPLX // HOMSUCTRAN-CPLX // THIOESTERII-CPLX // KDO-8PSYNTH-CPLX // L-GLN-FRUCT-6-P-AMINOTRANS-CPLX // SORB6PDEHYDROG-CPLX // ACNEULY-CPLX // ASPARTASE-CPLX // MENE-CPLX // 7-ALPHA-HYDROXYSTEROID-DEH-CPLX,NA,NA,NA,CCOC(OC(OCC)=O)=O,162.0528234
CPD0-1305,C6H10O5,NA,BETAGALACTOSID-CPLX,NA,NA,NA,C1(O)(C(O)C(O)C2(OC(C(O)1)2)),162.0528234
CPD0-2054,C6H10O3S,NA,NA,NA,NA,NA,CCSCC(=O)CC(O)=O,162.0350649
CPD-9275,C6H10OS2,NA,ISOCIT-LYASE,NA,NA,NA,C=CCSS(CC=C)=O,162.0173063
CPD-15016,C5H4O6,NA,NA,NA,RXN-13990,NA,C(C(=O)C([O-])=O)C(C([O-])=O)O,162.0164379
D-4-HYDROXY-2-KETO-GLUTARATE,C5H4O6,NA,NA,NA,NA,NA,C(C(=O)C([O-])=O)C(C([O-])=O)O,162.0164379
SEPO3,HO3PSe,NA,NA,PWY0-901,RXN0-2281 // 2.9.1.1-RXN,2.7.9.3-RXN,[O-]P([O-])(O)=[Se],161.8985023
D-ALA-D-ALA,C6H12N2O3,NA,DALADALALIGB-CPLX // DALADALALIGA-MONOMER,PWY-6387 // PEPTIDOGLYCANSYN-PWY,3.4.13.22-RXN // UDP-NACMURALGLDAPAALIG-RXN,DALADALALIG-RXN,CC([N+])C(=O)NC(C)C([O-])=O,161.0926173
N5-METHYLGLUTAMINE,C6H12N2O3,NA,NA,NA,NA,NA,CNC(=O)CCC([N+])C(=O)[O-],161.0926173
CPD-20034,C7H7N5,NA,NA,NA,NA,NA,C3(CN=C1(N(C=NC2(N=CNC1=2))3)),161.0701453
CPD0-2077,C6H11NO4,NA,NA,NA,NA,NA,CC(N)(C(=O)O)CCC(=O)O,161.0688078
CPD0-1633,C9H7NO2,NA,CYT-D-UBIOX-CPLX,NA,NA,NA,C2(C=C(O)C1(N(=O)=CC=CC=1C=2)),161.0476785
CPD-3687,C8H17NO2,NA,NA,NA,NA,NA,CCCCCCC([N+])C(=O)[O-],160.1337538
CPD-205,C7H10O4,NA,GLUTDECARBOXB-CPLX // GLUTDECARBOXA-CPLX,NA,NA,NA,C([O-])(=O)CCCCCC([O-])=O,160.0735589
CPD-13898,C11H13N,NA,AMINEOXID-CPLX,NA,NA,NA,C#CCN(C)CC1(C=CC=CC=1),159.1047994
CPD0-1641,C7H13NO3,NA,ACETYLORNDEACET-CPLX,NA,NA,NA,CCCC(C(O)=O)NC(=O)C,159.0895433
CPD0-1541,C5H8N3O3,NA,ANSA-CPLX,NA,NA,NA,C(=O)([O-])C([N+])CC(=O)C=[N+]=N,159.0643912
CPD0-1927,C7H5N5,NA,NA,NA,NA,NA,C3(=CN=C1(N(C=NC2(N=CNC1=2))3)),159.0544952
CPD0-2359,C4H4N3O4,NA,NA,NA,NA,NA,C1(C(=O)[O-])(NC(=O)NC(=O)N1),159.0280057
CPD-9451,C7H8O4,NA,NA,LEUSYN-PWY // BRANCHED-CHAIN-AA-SYN-PWY,3-ISOPROPYLMALISOM-RXN,RXN-8991,CC(C(C(=O)[O-])=CC(=O)[O-])C,158.0579088
R--ALLANTOIN,C4H6N4O3,G6276-MONOMER,NA,NA,NA,NA,[CH]1(NC(=O)N)(NC(=O)NC(=O)1),158.0439901
S-ALLANTOIN,C4H6N4O3,G6274-MONOMER,NA,PWY-5698 // PWY0-41 // PWY-5705,RXN0-4481 // TRANS-RXN0-444 // ALLANTOINASE-RXN,RXN-6201 // TRANS-RXN0-444,C(=O)(N)N[CH]1(NC(=O)NC(=O)1),158.0439901
CPD0-954,C10H6O2,NA,NA,NA,NA,NA,C1(C=C2(C(C=CC(C(=CC=1)2)=O)=O)),158.0367794
DI-H-OROTATE,C5H5N2O4,NA,NA,PWY-5686 // PWY0-162 // PRPP-PWY // PWY-7211,DIHYDROOROTATE-DEHYDROGENASE-RXN // RXN0-6554 // RXN0-6491 // DIHYDROOROT-RXN,RXN0-6490,C1(C(=O)NC(=O)NC(C(=O)[O-])1),158.0327567
CPD0-2516,O7B4,NA,NA,NA,NA,NA,B1([O-])(OB2(OB([O-])OB(O1)O2)),158.0172744
CPD0-1078,C6H5O3P,NA,NA,NA,NA,NA,C1(C=CC(P([O-])(=O)[O-])=CC=1),158.0132806
CPD-3721,C2H7NO3PS,NA,NA,NA,RXN-14514,NA,C(C[N+])SP(=O)([O-])[O-],158.0040754
CPD-8490,C10H20O,NA,NA,NA,NA,NA,CCCCCCCCC[CH]=O,156.1514153
CPD0-1296,C8H18N3,NA,BETAGALACTOSID-CPLX,NA,NA,NA,CCN=C=NCCC[N+](C)C,156.1500726
CPD0-1234,C6H13N5,NA,ILES-MONOMER // THREDEHYDSYN-CPLX,NA,NA,NA,CCC(C)C(C1(N=N[N-]N=1))[N+],156.1249205
CPD-12151,C6H9N3O2,NA,NA,NA,NA,NA,C1(N=CNC=1CC(C([O-])=O)[N+]),156.0773016
HIS,C6H9N3O2,NA,CPLX0-7614 // GLUTAMINESYN-OLIGOMER // IMIDHISTID-CPLX,HISTSYN-PWY // PRPP-PWY // TRNA-CHARGING-PWY,HISTIDINE--TRNA-LIGASE-RXN // ABC-14-RXN,RXN-8001 // RXN0-6978 // ABC-14-RXN // HISTALDEHYD-RXN,C1(NC=NC=1CC(C(=O)[O-])[N+]),156.0773016
CPD-8819,C10H8N2,NA,RHAMNULPALDOL-CPLX,NA,NA,NA,C1(C=C(N=CC=1)C2(C=CC=CN=2)),156.0687483
IMIDAZOLE-LACTATE,C6H7N2O3,NA,NA,NA,NA,NA,C1(=C(CC(O)C([O-])=O)NC=N1),156.0534921
DIHYDRO-DIOH-BENZOATE,C7H7O4,NA,NA,PWY-5901 // ENTBACSYN-PWY // ALL-CHORISMATE-PWY,DHBDEHYD-RXN,ISOCHORMAT-RXN,C([O-])(=O)C1(=CC=CC(C1O)O),156.0422587
CPD0-1458,C3H7O5P,NA,GLYCEROL-3-P-ACYLTRANSFER-MONOMER,NA,NA,NA,C(O)CCOP([O-])([O-])=O,156.0187599
OROTATE,C5H3N2O4,NA,DIHYDROOROTOX-MONOMER // DIHYDROOROTOX-MONOMER,PWY-5686 // PWY0-162 // PRPP-PWY // PWY-7211,RXN0-6490 // TRANS-RXN-121C,DIHYDROOROTATE-DEHYDROGENASE-RXN // RXN0-6554 // RXN0-6491 // OROPRIBTRANS-RXN // TRANS-RXN-121C,C1(=C(C([O-])=O)NC(NC(=O)1)=O),156.0171066
CPD-67,C2H2O6P,NA,TPI // AERGLYC3PDEHYDROG-CPLX // METHGLYSYN-CPLX,NA,GPH-RXN,NA,C(OP([O-])(=O)[O-])C([O-])=O,155.9823744
BACIMETHRIN,C6H9N3O2,NA,NA,NA,NA,NA,C1(N=C(N=C(N)C=1CO)OC),155.0694765
CPD0-1487,C7H5NO2F,NA,PRAI-IGPS,NA,NA,NA,C(=O)([O-])C1(=CC(F)=CC=C(N)1),155.0382566
GERANIOL,C10H18O,NA,NA,NA,NA,NA,CC(C)=CCCC(=CCO)C,154.1357652
CPD0-1660,C7H14N4,NA,ARGDECARBOXBIO-CPLX,NA,NA,NA,C#CC(N)CCCNC(=N)N,154.1218465
DOPAMINE,C8H12NO2,NA,NA,NA,NA,NA,C(CC1(C=C(C(=CC=1)O)O))[N+],154.0868036
CPD-58,C8H12NO2,NA,NA,NA,NA,NA,C(C(C1(C=CC(=CC=1)O))O)[N+],154.0868036
CPD-12797,C8H10O3,NA,NA,NA,RXN-17944,NA,COC1(=C(O)C(OC)=CC=C1),154.0629942
CPD-702,C7H7NO3,NA,NA,NA,RXN0-5141,NA,C(O)C1(C=CC(=CC=1)[N+]([O-])=O),154.0504181
IMIDAZOLE-PYRUVATE,C6H5N2O3,NA,NA,NA,NA,NA,C1(NC=NC(CC(=O)C(=O)[O-])=1),154.0378421
2-3-DIHYDROXYBENZOATE,C7H5O4,NA,NA,PWY-5901 // ENTBACSYN-PWY // ALL-CHORISMATE-PWY,DHBAMPLIG-RXN // RXN0-2943 // ENTMULTI-RXN,RXN0-7105 // DHBDEHYD-RXN,C(C1(=CC=CC(=C1O)O))([O-])=O,154.0266087
3-4-DIHYDROXYBENZOATE,C7H5O4,NA,GLUTDECARBOXA-CPLX // GLUTDECARBOXB-CPLX,NA,NA,NA,C(C1(C=C(C(=CC=1)O)O))(=O)[O-],154.0266087
CPD-633,C7H5O4,NA,NA,NA,NA,NA,C(=O)([O-])C1(=C(O)C=CC(O)=C1),154.0266087
CPD0-955,C7H5O4,NA,NA,NA,NA,NA,CC1(=CC(=O)C(O)=C([O-])C(=O)1),154.0266087
CPD0-1274,C7H5O4,NA,GLUTDECARBOXB-CPLX // GLUTDECARBOXA-CPLX,NA,NA,NA,C(=O)([O-])C1(C=C(O)C=C(O)C=1),154.0266087
3-SULFINOALANINE,C3H6NO4S,NA,ASNSYNB-CPLX,NA,RXN0-279,NA,C(C([N+])C(=O)[O-])S([O-])=O,154.0174034
DITHIOTHREITOL,C4H10O2S2,NA,CPLX0-7776 // CPLX0-8124 // CPLX-64 // MENF-CPLX // METHYLGLYREDUCT-MONOMER // RIBONUCLEOSIDE-TRIP-REDUCT-CPLX // CPLX0-301 // DHHB-METHYLTRANSFER-CPLX // AKBLIG-CPLX,NA,NA,NA,C(S)C(O)C(O)CS,154.0122209
CPD0-1885,C4H10O2S2,NA,NA,NA,RXN0-6256,NA,C(O)CSSCCO,154.0122209
CPD0-2383,C5H3N4Cl,NA,CPLX0-1683,NA,NA,NA,C1(=NC2(=C(N1)C(Cl)=NC=N2)),154.0046238
PROPIONYL-P,C3H5O5P,NA,NA,PWY-5437 // THREOCAT-PWY,NA,PROPKIN-RXN // PTAALT-RXN,CCC(OP([O-])([O-])=O)=O,154.0031098
CPD-16503,C3H5O5S,NA,NA,NA,NA,NA,[CH](=O)C(O)CS(=O)(=O)[O-],153.993594
CPD0-1605,C8H11NO2,NA,MONOMER0-2799,NA,NA,NA,CC1(C(CO)=CN=C(C)C(O)=1),153.0789786
CPD0-2518,C3H7NO4P,NA,NA,PWY-7805,RXN-17954,RXN0-7014,CC(=O)NCP([O-])(=O)O,153.0190943
GERANIAL,C10H16O,NA,NA,NA,NA,NA,CC(C)=CCCC(=C[CH]=O)C,152.1201151
CPD0-1428,C9H14NO,NA,PHES-CPLX,NA,NA,NA,C(O)C([N+])CC1(C=CC=CC=1),152.1075391
CPD0-2477,C9H12O2,NA,NA,NA,NA,NA,CCCC1(C=CC=C(O)C(O)=1),152.0837296
CPD0-1449,C9H12O2,NA,NA,NA,NA,NA,CC(OO)(C)C1(=CC=CC=C1),152.0837296
CPD0-2060,C5H8N6,NA,EG11691-MONOMER // EG11724-MONOMER,NA,NA,NA,C1(NC2(=C(N=1)N=C(N)NC(N)2)),152.0810443
RIBITOL,C5H12O5,NA,CPLX0-7631 // ARABISOM-CPLX,NA,NA,NA,C(O)C(O)C(O)C(O)CO,152.0684735
XYLITOL,C5H12O5,NA,NA,NA,NA,NA,C(O)C(O)C(O)C(O)CO,152.0684735
CPD-355,C5H12O5,NA,NA,NA,NA,NA,C(O)C(O)C(O)C(O)CO,152.0684735
L-ARABITOL,C5H12O5,NA,CPLX0-7631 // ARABISOM-CPLX,NA,NA,NA,C(C(C(C(CO)O)O)O)O,152.0684735
CPD0-2075,C5H11O3S,NA,NA,NA,NA,NA,CCCCCS(=O)(=O)[O-],152.0507149
CPD0-1316,C5H9O4F,NA,CPLX0-7466,NA,NA,NA,C(F)C(O)C(O)C(=O)CO,152.048487
CPD0-1203,C5H9O4F,NA,NA,NA,NA,NA,C1(C(O)C(O)C(O)C(F)O1),152.048487
3-HYDROXYPHENYLACETATE,C8H7O3,NA,NA,NA,NA,NA,C(=O)([O-])CC1(C=CC=C(O)C=1),152.0473441
CPD0-2559,C8H7O3,NA,NA,NA,NA,RXN0-7103,C1(=CCC(O)=C(C=C1)C(=O)[O-]),152.0473441
CPD-8815,C8H7O3,NA,NA,NA,NA,NA,CC1(=CC(=C(C=C1)C([O-])=O)O),152.0473441
CPD0-1143,C4H4N6O,NA,G7504-MONOMER // EG11939-MONOMER // GPT-CPLX,NA,NA,NA,C2(=O)(C1(N=NNC=1NC(=N)N2)),152.0446588
3-NITROBENZALDEHYDE,C7H5NO3,NA,NA,NA,NA,NA,C(C1(=CC(=CC=C1)[N+]([O-])=O))=O,152.0347681
CPD-703,C7H5NO3,NA,NA,NA,NA,RXN0-5141,C(=O)C1(C=CC(=CC=1)[N+]([O-])=O),152.0347681
XANTHINE,C5H4N4O2,NA,NA,PWY0-1296 // SALVPURINE2-PWY // SALVADEHYPOX-PWY // PWY-6608,TRANS-RXN0-561 // RXN-5076 // RXN0-901,TRANS-RXN0-561 // GUANINE-DEAMINASE-RXN // RXN0-6708 // RXN0-363 // RXN-5076 // XANPRIBOSYLTRAN-RXN // RXN-7682 // XANTHOSINEPHOSPHORY-RXN,C12(NC(=O)NC(C=1N=CN2)=O),152.0334254
CPD-15916,C5H4N4S,NA,G7504-MONOMER // EG11939-MONOMER,NA,NA,NA,C1(=NC2(=C(N1)C(=S)NC=N2)),152.0156668
CPD0-1490,C8H8NO2,NA,PRAI-IGPS,NA,NA,NA,CC1(C=CC=C(C(=O)[O-])C(N)=1),151.0633285
CPD0-1489,C8H8NO2,NA,PRAI-IGPS,NA,NA,NA,CC1(C=C(N)C(C(=O)[O-])=CC=1),151.0633285
CPD0-1488,C8H8NO2,NA,PRAI-IGPS,NA,NA,NA,CC1(C=C(C(=O)[O-])C(N)=CC=1),151.0633285
CPD0-1408,C8H9NO2,NA,PDXK-CPLX,NA,NA,NA,CC1(C(C=O)=C(O)C(C)=NC=1),151.0633285
GUANINE,C5H5N5O,NA,EG11939-MONOMER // G7504-MONOMER,PWY0-1296 // PWY-6620 // PWY-6579 // PWY-6700 // PWY-7179 // PWY0-1297 // PWY-6608,TRANS-RXN0-578 // GUANINE-DEAMINASE-RXN,TRANS-RXN0-578 // DEOXYGUANPHOSPHOR-RXN // RXN0-1321 // GUANPRIBOSYLTRAN-RXN // RXN0-5199,C2(=NC1(=C(N=C(NC(=O)1)N)N2)),151.0494098
CPD0-2461,C5H5N5O,NA,NA,NA,RXN0-6708,RXN-15139,C2(=NC1(=C(NC(N=C(N)1)=O)N2)),151.0494098
CPD-15922,C5H5N5O,NA,NA,NA,NA,NA,C1(NC2(C(NO)=NC=NC(N=1)=2)),151.0494098
CPD0-2459,C6H16NO3,NA,NA,NA,NA,NA,C(O)C[NH+](CCO)CCO,150.1130184
CPD0-1431,C8H12N3,NA,PHES-CPLX,NA,NA,NA,C([N+]=C(N)N)C1(C=CC=CC=1),150.1031224
4-AMINO-4-DEOXY-L-ARABINOSE,C5H12NO4,NA,NA,NA,NA,NA,C1(OC(O)C(O)C(O)C([N+])1),150.0766329
3-PHENYLPROPIONATE,C9H9O2,G7331-MONOMER,PHES-CPLX,HCAMHPDEG-PWY // PWY0-1277,TRANS-RXN0-282 // RXN0-4101 // HCAMULTI-RXN,TRANS-RXN0-282,C(CCC1(=CC=CC=C1))([O-])=O,150.0680796
CPD-218,C5H11NO2S,NA,NA,NA,TRANS-RXN0-202,TRANS-RXN0-202,CSCCC([N+])C([O-])=O,150.0588743
L-PENICILLAMINE,C5H11NO2S,NA,DCYSDESULF-CPLX,NA,NA,NA,CC(C(C(=O)[O-])[N+])(C)S,150.0588743
CPD-7702,C5H11NO2S,NA,DCYSDESULF-CPLX,NA,NA,NA,CC(S)(C)C([N+])C(=O)[O-],150.0588743
MET,C5H11NO2S,NA,METNIQ-METHIONINE-ABC-CPLX // BIOTIN-SYN-CPLX // HOMOCYSMETB12-MONOMER // GLUTAMATESYN-CPLX // FORMYLTHFDEFORMYL-CPLX // HOMSUCTRAN-CPLX,HEMESYN2-PWY // PWY0-1415 // PWY-6890 // HOMOSER-METSYN-PWY // P4-PWY // METSYN-PWY // 1CMET2-PWY // PWY-6892 // THISYN-PWY // PWY0-501 // PWY0-1275 // PWY-6700 // PWY0-1507 // BIOTIN-BIOSYNTHESIS-PWY // PWY-7805 // PWY0-1533 // PWY-6823 // TRNA-CHARGING-PWY // SAM-PWY // MET-SAM-PWY // PWY0-781 // PWY-6151,RXN0-4522 // RXN-16165 // METHIONINE--TRNA-LIGASE-RXN // RXN0-7188 // RXN0-7187 // RXN0-7050 // R15-RXN // RXN0-6948 // RXN0-6721 // 1.8.4.14-RXN // 1.8.4.13-RXN // S-ADENMETSYN-RXN,RXN0-4522 // RNTRACTIV-RXN // RXN-8340 // RXN0-6734 // RXN-17956 // RXN-17473 // RXN-17472 // RXN0-5063 // 3.4.11.18-RXN // RXN-14480 // RXN0-1342 // 2.8.1.6-RXN // RXN0-6366 // RXN0-949 // RXN-11586 // RXN0-7007 // 1.97.1.4-A-RXN // RXN-11319 // HOMOCYSMETB12-RXN // RXN0-7050 // RXN0-6985 // RXN0-6974 // PYRIMSYN1-RXN // HEMN-RXN // MMUM-RXN // HOMOCYSMET-RXN // HOMOCYSTEINE-S-METHYLTRANSFERASE-RXN,CSCCC([N+])C([O-])=O,150.0588743
CPD-9300,C5H11NO2S,NA,NA,NA,NA,NA,CCSCC([N+])C(=O)[O-],150.0588743
CPD-10330,C5H10O5,PD03867,NA,RIBOKIN-PWY,RIBOKIN-RXN // RXN-14904,NA,C(C1(C(C(C(O1)O)O)O))O,150.0528234
CPD0-1108,C5H10O5,PD03867,NA,RIBOKIN-PWY,RXN0-5305,RXN0-5304 // RXN-14904,C(C1(C(O)C(O)C(O)O1))O,150.0528234
CPD-15829,C5H10O5,PD03867,NA,NA,NA,NA,C1(OC(C(C(C1O)O)O)O),150.0528234
CPD0-1110,C5H10O5,PD03867,NA,RIBOKIN-PWY,RXN0-5304,NA,C1(OC(C(C(C1O)O)O)O),150.0528234
CPD-15818,C5H10O5,PD03867,NA,NA,RXN-14883 // RXN-14882,RXN-14509 // RXN0-5305,[CH](=O)C(O)C(O)C(O)CO,150.0528234
XYLOSE,C5H10O5,EG20253-MONOMER,NA,NA,RXN0-266,RXN-12402 // RXN0-5001,C1(OC(O)C(O)C(O)C(O)1),150.0528234
BETA-D-XYLOSE,C5H10O5,NA,NA,NA,NA,NA,C1(OC(O)C(O)C(O)C(O)1),150.0528234
CPD-15377,C5H10O5,NA,NA,NA,RXN-14503,NA,[CH](=O)C(O)C(O)C(O)CO,150.0528234
CPD-12044,C5H10O5,NA,NA,NA,NA,NA,C(O)C1(C(O)C(O)C(O)O1),150.0528234
CPD-12043,C5H10O5,NA,NA,NA,NA,NA,C(O)C1(C(O)C(O)C(O)O1),150.0528234
CPD-12047,C5H10O5,NA,NA,NA,NA,NA,C1(OC(O)C(O)C(O)C(O)1),150.0528234
CPD-12049,C5H10O5,NA,NA,NA,NA,NA,C1(OC(O)C(O)C(O)C(O)1),150.0528234
CPD-15700,C5H10O5,NA,NA,NA,NA,RXN-14806,[CH](=O)C(O)C(O)C(O)CO,150.0528234
D-XYLULOSE,C5H10O5,NA,NA,XYLCAT-PWY,XYLULOKIN-RXN,XYLISOM-RXN,C(O)C(O)C(O)C(=O)CO,150.0528234
D-RIBULOSE,C5H10O5,NA,NA,DARABCATK12-PWY,DARABKIN-RXN,DARABISOM-RXN,C(O)C(O)C(O)C(=O)CO,150.0528234
ARABINOSE,C5H10O5,PC00003,NA,NA,RXN0-295,NA,C1(OC(C(C(C1O)O)O)O),150.0528234
CPD-12045,C5H10O5,NA,NA,NA,NA,NA,C(O)C1(C(O)C(O)C(O)O1),150.0528234
CPD-15699,C5H10O5,NA,NA,NA,RXN-14808,NA,[CH](=O)C(O)C(O)C(O)CO,150.0528234
CPD-227,C5H10O5,NA,GLUCDEHYDROG-MONOMER,NA,NA,NA,C1(OC(O)C(O)C(O)C(O)1),150.0528234
L-LYXOSE,C5H10O5,NA,NA,LYXMET-PWY,LYXISOM-RXN,NA,C1(OC(O)C(O)C(O)C(O)1),150.0528234
CPD-15868,C5H10O5,NA,NA,NA,NA,RXN-14968,[CH](=O)C(O)C(O)C(O)CO,150.0528234
CPD-6001,C5H10O5,NA,GLUCDEHYDROG-MONOMER,NA,NA,NA,C(C1(OC(C(C1O)O)O))O,150.0528234
L-RIBULOSE,C5H10O5,NA,NA,ARABCAT-PWY,RXN0-5116,ARABISOM-RXN,C(O)C(O)C(O)C(=O)CO,150.0528234
L-XYLULOSE,C5H10O5,NA,NA,LYXMET-PWY,LYXK-RXN,LYXISOM-RXN,C(O)C(O)C(O)C(=O)CO,150.0528234
CPD-10776,C5H10O5,NA,NA,NA,NA,RXN-10018,CC1(O)(OCC(O)C(O)(O)1),150.0528234
CPD-10774,C5H10O5,G6799-MONOMER,NA,PWY-6153,TRANS-RXN0-454 // TRANS-RXN0-453,TRANS-RXN0-454 // TRANS-RXN0-453 // RXN-10017,CC1(O)(OCC(O)C(O)(O)1),150.0528234
CPD-13944,C3H7N3O4,NA,NA,NA,NA,NA,C(=O)([O-])C([N+])CN(N=O)O,150.0514808
CPD0-2303,C8H5O3,NA,NA,NA,NA,NA,C(=O)C1(=CC=CC(C(=O)[O-])=C1),150.0316941
TARTRATE,C4H4O6,EG12694-MONOMER,CPLX0-2061 // GLUCARDEHYDRA-MONOMER // CPLX-722,NA,RXN0-6362 // TARTRATE-DEHYDROGENASE-RXN // TRANS-RXN-127 // LTARTDEHYDRA-RXN,TRANS-RXN-127,C(C(C(C([O-])=O)O)O)([O-])=O,150.0164379
MESO-TARTRATE,C4H4O6,NA,L-ASPARTATE-OXID-MONOMER,NA,NA,NA,C(C(C(C([O-])=O)O)O)([O-])=O,150.0164379
D-TARTRATE,C4H4O6,NA,NA,NA,TRANS-RXN0-499 // D--TARTRATE-DEHYDRATASE-RXN,TRANS-RXN0-499,C(=O)([O-])C(O)C(O)C(=O)[O-],150.0164379
CPD0-1262,C4H4O4S,NA,GLUTDECARBOXB-CPLX // GLUTDECARBOXA-CPLX,NA,NA,NA,C(=O)([O-])C(S)CC(=O)[O-],149.9986794
N1-METHYLADENINE,C6H7N5,NA,NA,NA,RXN0-984,NA,CN2(C=NC1(C(N=CN=1)=C(N)2)),149.0701453
CPD-13320,C6H7N5,NA,NA,NA,NA,NA,CN2(C=NC1(=NC=NC(N)=C12)),149.0701453
3-Methyl-Adenines,C6H7N5,NA,NA,NA,NA,RXN0-5189,CN1(C2(=NC=NC(=C(N)N=C1)2)),149.0701453
CPD-11551,C4H8N2O4,NA,NA,NA,NA,NA,C(=O)([O-])C([N+])CC(NO)=O,149.0562318
DIETHYLDITHIOCARBAMATE,C5H10NS2,NA,G6886-MONOMER // G7756-MONOMER,NA,NA,NA,CCN(CC)C(=S)[S-],149.0332907
SPERMIDINE,C7H22N3,NA,ORNDECARBOX-BIO-CPLX // ARGDECARBOXDEG-CPLX // SPERMIDINESYN-CPLX // ARGDECARBOXBIO-CPLX // GLYCEROL-3-P-ACYLTRANSFER-MONOMER // SAMDECARB-CPLX // DIHYDROFOLATEREDUCT-MONOMER // LDC2-CPLX,BSUBPOLYAMSYN-PWY // POLYAMSYN-PWY // ARG+POLYAMINE-SYN // PWY-4121,RXN0-7165 // ABC-24-RXN // TRANS-RXN0-266 // SPERMACTRAN-RXN // GSPSYN-RXN,ABC-24-RXN // TRANS-RXN0-266 // GSPAMID-RXN // SPERMIDINESYN-RXN,C([N+])CC[N+]CCCC[N+],148.1813727
